Path points with orientation:
        X        Y   orientation
  407.220  466.284        -1.784
  407.166  466.040        -1.785
  407.113  465.796        -1.786
  407.060  465.552        -1.787
  407.006  465.308        -1.788
  406.952  465.063        -1.789
  406.897  464.819        -1.790
  406.843  464.575        -1.791
  406.788  464.332        -1.792
  406.733  464.088        -1.792
  406.678  463.844        -1.793
  406.623  463.600        -1.794
  406.567  463.356        -1.795
  406.511  463.113        -1.796
  406.455  462.869        -1.796
  406.399  462.625        -1.797
  406.343  462.382        -1.798
  406.287  462.138        -1.799
  406.230  461.895        -1.799
  406.173  461.651        -1.800
  406.116  461.408        -1.800
  406.059  461.164        -1.801
  406.002  460.921        -1.802
  405.945  460.678        -1.802
  405.887  460.434        -1.803
  405.830  460.191        -1.803
  405.772  459.948        -1.804
  405.714  459.705        -1.804
  405.656  459.461        -1.804
  405.598  459.218        -1.805
  405.540  458.975        -1.805
  405.482  458.732        -1.806
  405.424  458.489        -1.806
  405.366  458.246        -1.806
  405.307  458.003        -1.806
  405.249  457.759        -1.807
  405.191  457.516        -1.807
  405.132  457.273        -1.807
  405.073  457.030        -1.807
  405.015  456.787        -1.807
  404.956  456.544        -1.807
  404.898  456.301        -1.807
  404.839  456.058        -1.808
  404.780  455.815        -1.808
  404.722  455.572        -1.808
  404.663  455.329        -1.808
  404.604  455.086        -1.808
  404.546  454.843        -1.807
  404.487  454.600        -1.807
  404.429  454.357        -1.807
  404.370  454.114        -1.807
  404.312  453.871        -1.807
  404.253  453.628        -1.807
  404.195  453.385        -1.807
  404.136  453.142        -1.806
  404.078  452.898        -1.806
  404.020  452.655        -1.806
  403.962  452.412        -1.806
  403.904  452.169        -1.805
  403.846  451.926        -1.805
  403.788  451.683        -1.805
  403.730  451.439        -1.804
  403.672  451.196        -1.804
  403.615  450.953        -1.803
  403.557  450.710        -1.803
  403.500  450.466        -1.802
  403.443  450.223        -1.802
  403.386  449.979        -1.801
  403.329  449.736        -1.801
  403.272  449.493        -1.800
  403.215  449.249        -1.799
  403.159  449.006        -1.799
  403.102  448.762        -1.798
  403.046  448.518        -1.797
  402.990  448.275        -1.797
  402.934  448.031        -1.796
  402.879  447.787        -1.795
  402.823  447.544        -1.795
  402.768  447.300        -1.794
  402.713  447.056        -1.793
  402.658  446.812        -1.792
  402.603  446.568        -1.791
  402.549  446.324        -1.790
  402.495  446.080        -1.789
  402.441  445.836        -1.788
  402.387  445.592        -1.788
  402.333  445.348        -1.787
  402.280  445.103        -1.786
  402.227  444.859        -1.785
  402.174  444.615        -1.783
  402.122  444.370        -1.782
  402.069  444.126        -1.781
  402.017  443.881        -1.780
  401.966  443.637        -1.779
  401.914  443.392        -1.778
  401.863  443.147        -1.777
  401.812  442.902        -1.776
  401.762  442.658        -1.774
  401.712  442.413        -1.773
  401.662  442.168        -1.772
  401.612  441.923        -1.771
  401.563  441.678        -1.769
  401.514  441.432        -1.768
  401.465  441.187        -1.767
  401.417  440.942        -1.765
  401.369  440.697        -1.764
  401.321  440.451        -1.763
  401.274  440.206        -1.761
  401.227  439.960        -1.760
  401.180  439.715        -1.757
  401.135  439.469        -1.753
  401.091  439.223        -1.748
  401.048  438.976        -1.744
  401.006  438.730        -1.740
  400.965  438.483        -1.736
  400.925  438.237        -1.732
  400.885  437.990        -1.728
  400.847  437.743        -1.724
  400.810  437.495        -1.720
  400.774  437.248        -1.716
  400.739  437.000        -1.712
  400.705  436.753        -1.708
  400.672  436.505        -1.704
  400.639  436.257        -1.700
  400.608  436.009        -1.697
  400.578  435.761        -1.693
  400.548  435.513        -1.689
  400.519  435.264        -1.686
  400.492  435.016        -1.682
  400.465  434.767        -1.678
  400.439  434.519        -1.675
  400.414  434.270        -1.671
  400.389  434.021        -1.668
  400.366  433.772        -1.665
  400.343  433.523        -1.661
  400.322  433.274        -1.658
  400.301  433.025        -1.655
  400.281  432.776        -1.652
  400.261  432.527        -1.648
  400.243  432.277        -1.645
  400.225  432.028        -1.642
  400.208  431.779        -1.639
  400.191  431.529        -1.636
  400.176  431.280        -1.633
  400.161  431.030        -1.630
  400.147  430.780        -1.627
  400.134  430.531        -1.624
  400.121  430.281        -1.621
  400.109  430.031        -1.619
  400.098  429.782        -1.616
  400.087  429.532        -1.613
  400.077  429.282        -1.611
  400.068  429.032        -1.608
  400.059  428.782        -1.605
  400.051  428.532        -1.603
  400.044  428.283        -1.600
  400.037  428.033        -1.598
  400.031  427.783        -1.595
  400.025  427.533        -1.593
  400.020  427.283        -1.591
  400.016  427.033        -1.588
  400.012  426.783        -1.586
  400.009  426.533        -1.584
  400.006  426.283        -1.582
  400.004  426.033        -1.580
  400.002  425.783        -1.577
  400.001  425.533        -1.575
  400.000  425.283        -1.573
  400.000  425.033        -1.571
  400.001  424.783        -1.569
  400.001  424.533        -1.568
  400.003  424.283        -1.566
  400.004  424.033        -1.564
  400.007  423.783        -1.562
  400.009  423.533        -1.560
  400.012  423.283        -1.559
  400.016  423.033        -1.557
  400.020  422.783        -1.555
  400.024  422.533        -1.554
  400.028  422.283        -1.552
  400.033  422.033        -1.551
  400.039  421.783        -1.549
  400.045  421.533        -1.548
  400.051  421.283        -1.546
  400.057  421.033        -1.545
  400.064  420.784        -1.544
  400.071  420.534        -1.543
  400.078  420.284        -1.541
  400.086  420.034        -1.540
  400.094  419.784        -1.539
  400.102  419.534        -1.538
  400.111  419.284        -1.537
  400.119  419.034        -1.536
  400.128  418.785        -1.535
  400.138  418.535        -1.534
  400.147  418.285        -1.533
  400.157  418.035        -1.532
  400.167  417.785        -1.531
  400.177  417.536        -1.530
  400.187  417.286        -1.530
  400.197  417.036        -1.529
  400.208  416.786        -1.528
  400.219  416.536        -1.528
  400.230  416.287        -1.527
  400.241  416.037        -1.527
  400.252  415.787        -1.526
  400.263  415.537        -1.526
  400.275  415.288        -1.525
  400.286  415.038        -1.525
  400.298  414.788        -1.524
  400.310  414.539        -1.524
  400.321  414.289        -1.524
  400.333  414.039        -1.524
  400.345  413.789        -1.523
  400.357  413.540        -1.523
  400.369  413.290        -1.523
  400.381  413.040        -1.523
  400.393  412.790        -1.523
  400.405  412.541        -1.523
  400.417  412.291        -1.523
  400.428  412.041        -1.523
  400.440  411.792        -1.523
  400.452  411.542        -1.523
  400.464  411.292        -1.524
  400.476  411.042        -1.524
  400.488  410.793        -1.524
  400.499  410.543        -1.524
  400.511  410.293        -1.525
  400.522  410.044        -1.525
  400.533  409.794        -1.526
  400.545  409.544        -1.526
  400.556  409.294        -1.527
  400.567  409.045        -1.527
  400.577  408.795        -1.528
  400.588  408.545        -1.528
  400.598  408.295        -1.529
  400.609  408.045        -1.530
  400.619  407.796        -1.530
  400.629  407.546        -1.531
  400.638  407.296        -1.532
  400.648  407.046        -1.533
  400.657  406.796        -1.534
  400.666  406.547        -1.535
  400.675  406.297        -1.536
  400.684  406.047        -1.537
  400.692  405.797        -1.538
  400.700  405.547        -1.539
  400.708  405.297        -1.540
  400.715  405.047        -1.541
  400.722  404.797        -1.542
  400.729  404.547        -1.544
  400.735  404.298        -1.545
  400.742  404.048        -1.546
  400.747  403.798        -1.548
  400.753  403.548        -1.549
  400.758  403.298        -1.550
  400.763  403.048        -1.552
  400.767  402.798        -1.553
  400.771  402.548        -1.555
  400.775  402.298        -1.556
  400.778  402.048        -1.558
  400.781  401.798        -1.560
  400.783  401.548        -1.561
  400.785  401.298        -1.563
  400.786  401.048        -1.565
  400.787  400.798        -1.567
  400.788  400.548        -1.569
  400.788  400.298        -1.571
  400.787  400.048        -1.572
  400.787  399.798        -1.574
  400.785  399.548        -1.576
  400.783  399.298        -1.578
  400.781  399.048        -1.581
  400.778  398.798        -1.583
  400.774  398.548        -1.585
  400.770  398.298        -1.587
  400.766  398.048        -1.589
  400.760  397.798        -1.591
  400.755  397.548        -1.594
  400.748  397.298        -1.596
  400.741  397.048        -1.599
  400.734  396.799        -1.601
  400.726  396.549        -1.603
  400.717  396.299        -1.606
  400.708  396.049        -1.608
  400.698  395.799        -1.611
  400.687  395.549        -1.614
  400.676  395.300        -1.616
  400.664  395.050        -1.619
  400.651  394.800        -1.622
  400.638  394.551        -1.624
  400.624  394.301        -1.627
  400.609  394.052        -1.630
  400.593  393.802        -1.633
  400.577  393.553        -1.636
  400.560  393.303        -1.638
  400.543  393.054        -1.641
  400.524  392.804        -1.644
  400.505  392.555        -1.647
  400.485  392.306        -1.650
  400.464  392.057        -1.654
  400.443  391.808        -1.657
  400.421  391.559        -1.660
  400.398  391.310        -1.663
  400.374  391.061        -1.666
  400.349  390.812        -1.670
  400.324  390.563        -1.673
  400.297  390.315        -1.676
  400.270  390.066        -1.680
  400.242  389.818        -1.683
  400.214  389.570        -1.686
  400.184  389.321        -1.690
  400.153  389.073        -1.693
  400.122  388.825        -1.697
  400.090  388.577        -1.700
  400.056  388.329        -1.704
  400.022  388.082        -1.707
  399.987  387.834        -1.711
  399.952  387.587        -1.715
  399.915  387.340        -1.718
  399.877  387.092        -1.722
  399.838  386.845        -1.726
  399.799  386.599        -1.730
  399.760  386.352        -1.725
  399.725  386.104        -1.713
  399.692  385.856        -1.701
  399.663  385.608        -1.690
  399.636  385.359        -1.678
  399.612  385.111        -1.666
  399.591  384.861        -1.654
  399.573  384.612        -1.643
  399.558  384.363        -1.632
  399.546  384.113        -1.621
  399.536  383.863        -1.609
  399.529  383.613        -1.598
  399.525  383.363        -1.588
  399.523  383.113        -1.577
  399.524  382.863        -1.566
  399.528  382.613        -1.556
  399.535  382.363        -1.545
  399.544  382.113        -1.535
  399.555  381.864        -1.525
  399.569  381.614        -1.515
  399.586  381.365        -1.505
  399.605  381.115        -1.495
  399.626  380.866        -1.485
  399.650  380.617        -1.475
  399.676  380.369        -1.466
  399.704  380.120        -1.457
  399.735  379.872        -1.447
  399.768  379.625        -1.438
  399.804  379.377        -1.429
  399.841  379.130        -1.420
  399.881  378.883        -1.411
  399.923  378.637        -1.402
  399.967  378.390        -1.394
  400.013  378.145        -1.385
  400.061  377.899        -1.377
  400.112  377.655        -1.368
  400.164  377.410        -1.360
  400.218  377.166        -1.352
  400.274  376.922        -1.344
  400.332  376.679        -1.336
  400.392  376.437        -1.328
  400.454  376.194        -1.321
  400.518  375.953        -1.313
  400.584  375.711        -1.306
  400.651  375.471        -1.298
  400.720  375.230        -1.291
  400.791  374.991        -1.284
  400.863  374.751        -1.277
  400.937  374.512        -1.270
  401.013  374.274        -1.263
  401.090  374.036        -1.256
  401.169  373.799        -1.250
  401.249  373.563        -1.243
  401.331  373.326        -1.237
  401.415  373.091        -1.231
  401.499  372.855        -1.225
  401.586  372.621        -1.218
  401.673  372.387        -1.212
  401.762  372.153        -1.207
  401.853  371.920        -1.201
  401.945  371.687        -1.195
  402.038  371.455        -1.190
  402.132  371.224        -1.184
  402.227  370.993        -1.179
  402.324  370.762        -1.174
  402.422  370.532        -1.169
  402.521  370.303        -1.164
  402.621  370.074        -1.159
  402.722  369.845        -1.154
  402.824  369.617        -1.149
  402.928  369.389        -1.145
  403.032  369.162        -1.140
  403.137  368.935        -1.136
  403.244  368.709        -1.132
  403.351  368.483        -1.127
  403.459  368.258        -1.123
  403.568  368.033        -1.119
  403.678  367.808        -1.116
  403.789  367.584        -1.112
  403.900  367.360        -1.108
  404.013  367.137        -1.105
  404.126  366.914        -1.101
  404.240  366.691        -1.098
  404.354  366.469        -1.095
  404.469  366.247        -1.092
  404.585  366.026        -1.089
  404.702  365.805        -1.086
  404.819  365.584        -1.083
  404.937  365.363        -1.081
  405.055  365.143        -1.078
  405.174  364.923        -1.076
  405.293  364.703        -1.073
  405.413  364.484        -1.071
  405.533  364.265        -1.069
  405.654  364.046        -1.067
  405.775  363.827        -1.065
  405.896  363.609        -1.063
  406.018  363.390        -1.061
  406.141  363.172        -1.060
  406.263  362.954        -1.058
  406.386  362.737        -1.057
  406.509  362.519        -1.056
  406.633  362.302        -1.054
  406.756  362.084        -1.053
  406.880  361.867        -1.052
  407.004  361.650        -1.052
  407.128  361.433        -1.051
  407.253  361.216        -1.050
  407.377  361.000        -1.050
  407.502  360.783        -1.049
  407.626  360.566        -1.049
  407.751  360.349        -1.049
  407.876  360.133        -1.048
  408.001  359.916        -1.048
  408.125  359.699        -1.049
  408.250  359.483        -1.049
  408.375  359.266        -1.049
  408.499  359.049        -1.049
  408.624  358.832        -1.050
  408.748  358.616        -1.050
  408.872  358.399        -1.051
  408.996  358.181        -1.052
  409.120  357.964        -1.053
  409.243  357.747        -1.054
  409.367  357.529        -1.055
  409.490  357.312        -1.056
  409.612  357.094        -1.057
  409.735  356.876        -1.059
  409.857  356.658        -1.060
  409.979  356.440        -1.062
  410.100  356.221        -1.064
  410.221  356.002        -1.066
  410.342  355.783        -1.067
  410.462  355.564        -1.070
  410.582  355.345        -1.072
  410.701  355.125        -1.074
  410.819  354.905        -1.076
  410.938  354.684        -1.079
  411.055  354.464        -1.081
  411.172  354.243        -1.084
  411.288  354.022        -1.087
  411.404  353.800        -1.089
  411.519  353.578        -1.092
  411.634  353.356        -1.095
  411.748  353.133        -1.098
  411.861  352.910        -1.102
  411.973  352.687        -1.105
  412.084  352.463        -1.108
  412.195  352.239        -1.112
  412.305  352.014        -1.116
  412.414  351.790        -1.119
  412.522  351.564        -1.123
  412.630  351.338        -1.127
  412.736  351.112        -1.131
  412.842  350.886        -1.135
  412.946  350.658        -1.139
  413.050  350.431        -1.144
  413.152  350.203        -1.148
  413.254  349.974        -1.152
  413.354  349.746        -1.157
  413.454  349.516        -1.162
  413.552  349.286        -1.167
  413.649  349.056        -1.171
  413.746  348.825        -1.176
  413.840  348.594        -1.181
  413.934  348.362        -1.187
  414.027  348.130        -1.192
  414.118  347.897        -1.197
  414.208  347.664        -1.203
  414.296  347.430        -1.208
  414.384  347.196        -1.214
  414.470  346.961        -1.220
  414.554  346.726        -1.225
  414.638  346.490        -1.231
  414.719  346.254        -1.237
  414.800  346.017        -1.243
  414.879  345.780        -1.250
  414.956  345.542        -1.256
  415.032  345.304        -1.262
  415.106  345.065        -1.269
  415.179  344.826        -1.275
  415.250  344.587        -1.282
  415.320  344.346        -1.289
  415.388  344.106        -1.296
  415.454  343.865        -1.303
  415.519  343.623        -1.310
  415.582  343.381        -1.317
  415.643  343.139        -1.324
  415.702  342.896        -1.331
  415.759  342.653        -1.339
  415.815  342.409        -1.346
  415.869  342.165        -1.354
  415.921  341.920        -1.361
  415.971  341.675        -1.369
  416.019  341.430        -1.377
  416.066  341.184        -1.385
  416.110  340.938        -1.393
  416.152  340.692        -1.401
  416.192  340.445        -1.409
  416.231  340.198        -1.417
  416.267  339.951        -1.426
  416.301  339.703        -1.434
  416.333  339.455        -1.443
  416.363  339.207        -1.451
  416.390  338.958        -1.460
  416.416  338.710        -1.469
  416.439  338.461        -1.477
  416.460  338.212        -1.486
  416.479  337.962        -1.495
  416.496  337.713        -1.504
  416.510  337.463        -1.514
  416.522  337.214        -1.523
  416.532  336.964        -1.532
  416.539  336.714        -1.541
  416.540  336.464        -1.567
  416.530  336.214        -1.610
  416.510  335.965        -1.652
  416.479  335.717        -1.693
  416.439  335.470        -1.733
  416.389  335.225        -1.772
  416.330  334.982        -1.810
  416.262  334.742        -1.847
  416.185  334.504        -1.883
  416.100  334.269        -1.919
  416.006  334.037        -1.954
  415.905  333.808        -1.987
  415.797  333.583        -2.020
  415.681  333.362        -2.052
  415.558  333.144        -2.083
  415.429  332.930        -2.114
  415.294  332.720        -2.143
  415.152  332.513        -2.172
  415.005  332.311        -2.200
  414.852  332.113        -2.227
  414.695  331.919        -2.254
  414.532  331.729        -2.279
  414.365  331.544        -2.304
  414.193  331.362        -2.328
  414.017  331.184        -2.351
  413.837  331.010        -2.373
  413.654  330.841        -2.395
  413.467  330.675        -2.416
  413.277  330.512        -2.436
  413.083  330.354        -2.455
  412.887  330.199        -2.473
  412.688  330.048        -2.491
  412.487  329.899        -2.508
  412.283  329.755        -2.524
  412.077  329.613        -2.539
  411.869  329.474        -2.554
  411.659  329.338        -2.567
  411.448  329.205        -2.580
  411.234  329.075        -2.592
  411.020  328.947        -2.604
  410.804  328.821        -2.614
  410.586  328.697        -2.624
  410.368  328.576        -2.633
  410.149  328.456        -2.641
  409.928  328.337        -2.649
  409.707  328.221        -2.656
  409.486  328.105        -2.662
  409.263  327.991        -2.667
  409.040  327.878        -2.671
  408.817  327.765        -2.675
  408.594  327.653        -2.678
  408.370  327.542        -2.680
  408.146  327.431        -2.681
  407.922  327.320        -2.682
  407.698  327.209        -2.682
  407.474  327.098        -2.681
  407.250  326.986        -2.680
  407.026  326.874        -2.677
  406.803  326.762        -2.674
  406.580  326.648        -2.671
  406.358  326.534        -2.666
  406.137  326.418        -2.661
  405.915  326.302        -2.655
  405.695  326.183        -2.649
  405.476  326.063        -2.642
  405.257  325.942        -2.634
  405.040  325.818        -2.625
  404.824  325.693        -2.616
  404.609  325.565        -2.606
  404.395  325.436        -2.596
  404.183  325.303        -2.585
  403.972  325.169        -2.573
  403.763  325.032        -2.560
  403.556  324.892        -2.547
  403.351  324.749        -2.533
  403.148  324.603        -2.519
  402.947  324.454        -2.504
  402.748  324.302        -2.489
  402.552  324.147        -2.473
  402.359  323.989        -2.456
  402.168  323.827        -2.438
  401.980  323.662        -2.421
  401.796  323.494        -2.402
  401.614  323.322        -2.383
  401.436  323.146        -2.363
  401.262  322.967        -2.343
  401.091  322.784        -2.322
  400.924  322.598        -2.301
  400.762  322.408        -2.279
  400.603  322.215        -2.257
  400.449  322.018        -2.234
  400.300  321.817        -2.210
  400.156  321.613        -2.186
  400.017  321.405        -2.162
  399.883  321.194        -2.136
  399.754  320.980        -2.111
  399.631  320.762        -2.085
  399.514  320.541        -2.058
  399.403  320.317        -2.031
  399.298  320.090        -2.004
  399.200  319.861        -1.976
  399.109  319.628        -1.944
  399.026  319.392        -1.910
  398.950  319.154        -1.876
  398.883  318.913        -1.843
  398.824  318.670        -1.810
  398.773  318.425        -1.778
  398.729  318.179        -1.747
  398.693  317.932        -1.716
  398.664  317.683        -1.685
  398.643  317.434        -1.655
  398.630  317.185        -1.626
  398.623  316.935        -1.597
  398.624  316.685        -1.569
  398.631  316.435        -1.541
  398.646  316.185        -1.513
  398.667  315.936        -1.486
  398.694  315.688        -1.460
  398.728  315.440        -1.434
  398.769  315.193        -1.409
  398.815  314.948        -1.384
  398.868  314.703        -1.359
  398.926  314.460        -1.335
  398.990  314.218        -1.311
  399.060  313.978        -1.288
  399.135  313.740        -1.266
  399.216  313.503        -1.243
  399.301  313.268        -1.222
  399.392  313.035        -1.200
  399.487  312.804        -1.179
  399.587  312.575        -1.159
  399.692  312.348        -1.139
  399.801  312.123        -1.119
  399.914  311.900        -1.100
  400.032  311.680        -1.082
  400.153  311.461        -1.063
  400.279  311.245        -1.046
  400.408  311.031        -1.028
  400.540  310.819        -1.011
  400.676  310.609        -0.995
  400.816  310.402        -0.979
  400.959  310.196        -0.963
  401.104  309.993        -0.948
  401.253  309.792        -0.933
  401.405  309.594        -0.919
  401.559  309.397        -0.905
  401.716  309.202        -0.892
  401.876  309.010        -0.879
  402.038  308.819        -0.866
  402.202  308.631        -0.854
  402.368  308.444        -0.843
  402.537  308.260        -0.831
  402.707  308.077        -0.821
  402.879  307.896        -0.810
  403.054  307.716        -0.800
  403.229  307.539        -0.791
  403.407  307.362        -0.782
  403.586  307.188        -0.773
  403.766  307.015        -0.765
  403.948  306.843        -0.757
  404.131  306.673        -0.750
  404.315  306.504        -0.743
  404.500  306.336        -0.736
  404.686  306.169        -0.730
  404.874  306.003        -0.725
  405.062  305.838        -0.720
  405.250  305.675        -0.715
  405.440  305.511        -0.711
  405.630  305.349        -0.707
  405.821  305.187        -0.703
  406.012  305.026        -0.700
  406.204  304.866        -0.697
  406.396  304.706        -0.695
  406.588  304.546        -0.693
  406.780  304.386        -0.692
  406.973  304.227        -0.691
  407.166  304.068        -0.691
  407.358  303.909        -0.690
  407.551  303.749        -0.691
  407.744  303.590        -0.691
  407.936  303.430        -0.693
  408.128  303.270        -0.694
  408.320  303.110        -0.696
  408.512  302.949        -0.698
  408.703  302.788        -0.701
  408.893  302.626        -0.704
  409.083  302.464        -0.708
  409.273  302.300        -0.711
  409.461  302.136        -0.716
  409.649  301.972        -0.720
  409.836  301.806        -0.726
  410.022  301.639        -0.731
  410.207  301.471        -0.737
  410.391  301.302        -0.743
  410.574  301.131        -0.750
  410.756  300.960        -0.757
  410.937  300.787        -0.764
  411.116  300.612        -0.772
  411.294  300.437        -0.780
  411.470  300.259        -0.788
  411.645  300.081        -0.797
  411.818  299.900        -0.806
  411.989  299.718        -0.816
  412.159  299.534        -0.825
  412.326  299.349        -0.836
  412.492  299.162        -0.846
  412.656  298.973        -0.857
  412.817  298.782        -0.869
  412.977  298.589        -0.880
  413.133  298.395        -0.892
  413.288  298.198        -0.904
  413.440  298.000        -0.917
  413.590  297.799        -0.930
  413.736  297.597        -0.943
  413.880  297.392        -0.957
  414.021  297.186        -0.971
  414.160  296.978        -0.985
  414.295  296.767        -1.000
  414.427  296.555        -1.015
  414.555  296.341        -1.030
  414.680  296.124        -1.046
  414.802  295.906        -1.062
  414.920  295.686        -1.078
  415.035  295.464        -1.095
  415.146  295.239        -1.112
  415.253  295.013        -1.129
  415.356  294.786        -1.146
  415.455  294.556        -1.164
  415.549  294.325        -1.182
  415.640  294.092        -1.201
  415.726  293.857        -1.220
  415.807  293.620        -1.239
  415.884  293.383        -1.258
  415.956  293.143        -1.278
  416.023  292.902        -1.298
  416.086  292.660        -1.318
  416.143  292.417        -1.339
  416.196  292.173        -1.360
  416.243  291.927        -1.381
  416.284  291.681        -1.403
  416.321  291.433        -1.425
  416.352  291.185        -1.447
  416.377  290.936        -1.469
  416.397  290.687        -1.491
  416.409  290.437        -1.523
  416.411  290.187        -1.564
  416.402  289.938        -1.604
  416.384  289.688        -1.643
  416.357  289.440        -1.682
  416.320  289.193        -1.719
  416.274  288.947        -1.756
  416.219  288.703        -1.791
  416.156  288.461        -1.826
  416.084  288.221        -1.860
  416.005  287.984        -1.894
  415.918  287.750        -1.926
  415.824  287.518        -1.958
  415.722  287.290        -1.989
  415.614  287.065        -2.019
  415.499  286.843        -2.048
  415.378  286.624        -2.077
  415.251  286.409        -2.105
  415.118  286.197        -2.132
  414.979  285.989        -2.158
  414.835  285.784        -2.184
  414.687  285.584        -2.209
  414.533  285.386        -2.233
  414.375  285.193        -2.256
  414.212  285.003        -2.279
  414.045  284.817        -2.301
  413.875  284.634        -2.322
  413.700  284.455        -2.342
  413.523  284.279        -2.362
  413.341  284.107        -2.381
  413.157  283.938        -2.399
  412.970  283.772        -2.417
  412.780  283.609        -2.434
  412.588  283.450        -2.450
  412.393  283.293        -2.465
  412.195  283.140        -2.480
  411.996  282.989        -2.494
  411.795  282.841        -2.507
  411.592  282.695        -2.519
  411.387  282.551        -2.531
  411.181  282.410        -2.542
  410.973  282.271        -2.552
  410.764  282.134        -2.562
  410.553  281.999        -2.570
  410.342  281.866        -2.579
  410.129  281.734        -2.586
  409.916  281.603        -2.593
  409.702  281.474        -2.599
  409.488  281.346        -2.604
  409.272  281.219        -2.608
  409.056  281.093        -2.612
  408.840  280.967        -2.615
  408.624  280.842        -2.618
  408.407  280.717        -2.619
  408.190  280.593        -2.620
  407.974  280.468        -2.621
  407.757  280.344        -2.620
  407.540  280.219        -2.619
  407.324  280.094        -2.618
  407.107  279.969        -2.615
  406.892  279.842        -2.612
  406.676  279.715        -2.609
  406.462  279.587        -2.604
  406.247  279.458        -2.599
  406.034  279.328        -2.593
  405.822  279.196        -2.587
  405.610  279.063        -2.580
  405.399  278.929        -2.573
  405.190  278.792        -2.564
  404.981  278.654        -2.556
  404.774  278.514        -2.546
  404.569  278.371        -2.536
  404.365  278.227        -2.525
  404.163  278.080        -2.514
  403.962  277.931        -2.502
  403.763  277.779        -2.490
  403.566  277.625        -2.477
  403.372  277.468        -2.463
  403.179  277.309        -2.449
  402.989  277.146        -2.434
  402.802  276.981        -2.419
  402.617  276.813        -2.403
  402.435  276.641        -2.387
  402.256  276.467        -2.370
  402.079  276.290        -2.352
  401.907  276.109        -2.334
  401.737  275.925        -2.316
  401.571  275.738        -2.297
  401.409  275.548        -2.277
  401.251  275.355        -2.257
  401.096  275.158        -2.236
  400.946  274.958        -2.215
  400.801  274.755        -2.193
  400.659  274.548        -2.171
  400.523  274.339        -2.148
  400.391  274.126        -2.125
  400.265  273.911        -2.101
  400.144  273.692        -2.077
  400.028  273.470        -2.052
  399.918  273.246        -2.027
  399.813  273.019        -2.001
  399.715  272.789        -1.975
  399.623  272.557        -1.949
  399.537  272.322        -1.922
  399.457  272.085        -1.894
  399.382  271.847        -1.877
  399.308  271.608        -1.870
  399.236  271.368        -1.864
  399.165  271.129        -1.858
  399.096  270.888        -1.851
  399.028  270.648        -1.845
  398.962  270.407        -1.839
  398.897  270.165        -1.833
  398.834  269.923        -1.827
  398.772  269.681        -1.821
  398.712  269.438        -1.815
  398.653  269.195        -1.809
  398.596  268.952        -1.803
  398.539  268.709        -1.797
  398.485  268.465        -1.791
  398.431  268.220        -1.786
  398.379  267.976        -1.780
  398.329  267.731        -1.775
  398.280  267.486        -1.769
  398.232  267.241        -1.764
  398.185  266.995        -1.758
  398.140  266.749        -1.753
  398.095  266.503        -1.748
  398.053  266.257        -1.743
  398.011  266.010        -1.738
  397.971  265.763        -1.733
  397.932  265.516        -1.728
  397.894  265.269        -1.723
  397.857  265.022        -1.718
  397.822  264.775        -1.713
  397.787  264.527        -1.708
  397.754  264.279        -1.704
  397.722  264.031        -1.699
  397.692  263.783        -1.695
  397.662  263.535        -1.690
  397.633  263.287        -1.686
  397.606  263.038        -1.681
  397.579  262.789        -1.677
  397.554  262.541        -1.673
  397.529  262.292        -1.668
  397.506  262.043        -1.664
  397.484  261.794        -1.660
  397.462  261.545        -1.656
  397.442  261.296        -1.652
  397.423  261.047        -1.648
  397.404  260.797        -1.644
  397.387  260.548        -1.641
  397.371  260.298        -1.637
  397.355  260.049        -1.633
  397.340  259.799        -1.629
  397.327  259.550        -1.626
  397.314  259.300        -1.622
  397.302  259.050        -1.619
  397.291  258.801        -1.615
  397.280  258.551        -1.612
  397.271  258.301        -1.609
  397.262  258.051        -1.606
  397.254  257.801        -1.602
  397.247  257.551        -1.599
  397.241  257.301        -1.596
  397.235  257.051        -1.593
  397.230  256.801        -1.590
  397.226  256.552        -1.587
  397.223  256.302        -1.584
  397.220  256.052        -1.582
  397.218  255.802        -1.579
  397.217  255.552        -1.576
  397.216  255.302        -1.573
  397.216  255.052        -1.571
  397.217  254.802        -1.568
  397.218  254.552        -1.566
  397.220  254.302        -1.563
  397.222  254.052        -1.561
  397.226  253.802        -1.559
  397.229  253.552        -1.556
  397.233  253.302        -1.554
  397.238  253.052        -1.552
  397.243  252.802        -1.550
  397.249  252.552        -1.548
  397.255  252.302        -1.546
  397.262  252.052        -1.544
  397.269  251.802        -1.542
  397.277  251.552        -1.540
  397.285  251.302        -1.538
  397.294  251.053        -1.536
  397.303  250.803        -1.534
  397.313  250.553        -1.533
  397.322  250.303        -1.531
  397.333  250.053        -1.529
  397.344  249.803        -1.528
  397.355  249.554        -1.526
  397.366  249.304        -1.525
  397.378  249.054        -1.523
  397.390  248.805        -1.522
  397.408  248.555        -1.499
  397.437  248.307        -1.456
  397.476  248.060        -1.413
  397.526  247.815        -1.371
  397.585  247.572        -1.331
  397.654  247.332        -1.292
  397.732  247.094        -1.254
  397.818  246.860        -1.217
  397.913  246.628        -1.181
  398.016  246.401        -1.147
  398.127  246.176        -1.113
  398.244  245.956        -1.081
  398.368  245.739        -1.050
  398.499  245.526        -1.021
  398.636  245.316        -0.992
  398.778  245.111        -0.965
  398.926  244.909        -0.938
  399.079  244.711        -0.913
